"danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","track_uri","duration_ms","time_signature","key_mode","playlist_name","playlist_img","track_name","artist_name","album_name","album_img","track_added_at"
0.649,0.548,"C#",-5.692,"minor",0.0318,0.733,0,0.136,0.506,150.036,"2uaiyLKnYvazyfR0Ky3Kbk",169181,4,"C# minor","Singapore Top 50","https://charts-images.scdn.co/REGIONAL_SG_DEFAULT.jpg","Let Me Down Slowly","Alec Benjamin","Let Me Down Slowly","https://i.scdn.co/image/a71e28e0e6a35441f9b87abe4c1a83fd4b310859",1970-01-01
0.665,0.86,"E",-3.921,"minor",0.0761,0.0322,0,0.281,0.372,139.973,"2CWnuF7ht55Ajyeg4WPvWu",209355,4,"E minor","Singapore Top 50","https://charts-images.scdn.co/REGIONAL_SG_DEFAULT.jpg","DDU-DU DDU-DU - KR Ver.","BLACKPINK","SQUARE UP","https://i.scdn.co/image/17c9656984c4128c8cb17ebec0cfc16c88c316d8",1970-01-01
0.553,0.586,"B",-6.319,"major",0.0362,0.697,0,0.0813,0.443,126.684,"3EPXxR3ImUwfayaurPi3cm",196373,4,"B major","Singapore Top 50","https://charts-images.scdn.co/REGIONAL_SG_DEFAULT.jpg","Be Alright","Dean Lewis","Be Alright","https://i.scdn.co/image/294631ce16704eb6e6d63c8201bb07f43397ce69",1970-01-01
0.56,0.68,"F#",-7.648,"minor",0.321,0.555,0,0.116,0.319,89.391,"0d2iYfpKoM0QCKvcLCkBao",173800,4,"F# minor","Singapore Top 50","https://charts-images.scdn.co/REGIONAL_SG_DEFAULT.jpg","Eastside (with Halsey & Khalid)","benny blanco","Eastside (with Halsey & Khalid)","https://i.scdn.co/image/cf7982ed224572c39f5a69016fb36d0706813f9e",1970-01-01
0.638,0.717,"D",-4.722,"major",0.0337,0.346,0,0.105,0.249,100.027,"4VUwkH455At9kENOfzTqmF",180000,4,"D major","Singapore Top 50","https://charts-images.scdn.co/REGIONAL_SG_DEFAULT.jpg","Beautiful (feat. Camila Cabello)","Bazzi","Beautiful (feat. Camila Cabello)","https://i.scdn.co/image/b25864800cff4456b32a216de0f7f2d016088936",1970-01-01
0.818,0.54,"F#",-6.35,"minor",0.0544,0.0143,0.000512,0.099,0.174,97.064,"116H0KvKr2Zl4RPuVBruDO",210368,4,"F# minor","Singapore Top 50","https://charts-images.scdn.co/REGIONAL_SG_DEFAULT.jpg","MIA (feat. Drake)","Bad Bunny","MIA (feat. Drake)","https://i.scdn.co/image/80c0f2b0ad6669f3abd91c6b8e61f61980906b45",1970-01-01
0.568,0.656,"G#",-5.413,"major",0.0433,0.0211,1.37e-05,0.213,0.364,100.049,"4OafepJy2teCjYJbvFE60J",198160,4,"G# major","Singapore Top 50","https://charts-images.scdn.co/REGIONAL_SG_DEFAULT.jpg","breathin","Ariana Grande","Sweetener","https://i.scdn.co/image/381891c42f301e0abaa1b1dcfbf0390334e698eb",1970-01-01
0.602,0.658,"C#",-5.934,"major",0.0558,0.0233,6e-05,0.237,0.268,145.031,"5OCJzvD7sykQEKHH7qAC3C",197547,4,"C# major","Singapore Top 50","https://charts-images.scdn.co/REGIONAL_SG_DEFAULT.jpg","God is a woman","Ariana Grande","Sweetener","https://i.scdn.co/image/381891c42f301e0abaa1b1dcfbf0390334e698eb",1970-01-01
0.665,0.699,"B",-5.265,"major",0.0578,0.423,0,0.0969,0.585,124.896,"5tAa8Uaqr4VvA3693mbIhU",190932,4,"B major","Singapore Top 50","https://charts-images.scdn.co/REGIONAL_SG_DEFAULT.jpg","Ruin My Life","Zara Larsson","Ruin My Life","https://i.scdn.co/image/8b27a24ee5d5d0ba7c172508718cf10941226535",1970-01-01
0.397,0.396,"D#",-9.91,"major",0.05,0.254,0,0.268,0.227,142.913,"7tFiyTwD0nx5a1eklYtX2J",354320,4,"D# major","Singapore Top 50","https://charts-images.scdn.co/REGIONAL_SG_DEFAULT.jpg","Bohemian Rhapsody - Remastered 2011","Queen","A Night At The Opera (Deluxe Remastered Version)","https://i.scdn.co/image/f6e02ce8bc9e91afa0e220703072c20bf72c72c5",1970-01-01
0.531,0.854,"A#",-3.149,"major",0.198,0.288,0,0.0773,0.456,94.419,"6xtcFXSo8H9BZN637BMVKS",190000,4,"A# major","Singapore Top 50","https://charts-images.scdn.co/REGIONAL_SG_DEFAULT.jpg","Let You Love Me","Rita Ora","Let You Love Me","https://i.scdn.co/image/47841a865a85ae39da440a1346e56190bf035d02",1970-01-01
0.579,0.904,"F",-2.729,"major",0.0618,0.193,0,0.064,0.681,82.014,"1rqqCSm0Qe4I9rUvWncaom",190947,4,"F major","Singapore Top 50","https://charts-images.scdn.co/REGIONAL_SG_DEFAULT.jpg","High Hopes","Panic! At The Disco","Pray For The Wicked","https://i.scdn.co/image/9604c5c3042af4d85e37eeaff3cfc41e9dd45d28",1970-01-01
0.574,0.758,"C#",-5.029,"minor",0.0621,0.0969,0,0.395,0.492,144.111,"5JEx7HbmvHQQswJCsoo9rA",182623,4,"C# minor","Singapore Top 50","https://charts-images.scdn.co/REGIONAL_SG_DEFAULT.jpg","Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding","Close To Me (feat. Swae Lee)","https://i.scdn.co/image/ae57b175f4e231814a63958ea13f939e1ec5aaa8",1970-01-01
0.697,0.683,"C#",-2.881,"minor",0.117,0.0372,0,0.137,0.603,96.133,"2BgEsaKNfHUdlh97KmvFyo",186987,4,"C# minor","Singapore Top 50","https://charts-images.scdn.co/REGIONAL_SG_DEFAULT.jpg","2002","Anne-Marie","Speak Your Mind (Deluxe)","https://i.scdn.co/image/d9097ed176634a7c0e9cdbb88730d984c7390d65",1970-01-01
0.839,0.617,"G",-4.692,"major",0.331,0.241,0,0.3,0.821,143.894,"4as4XEOR03oGm1STUKl6pa",194426,4,"G major","Singapore Top 50","https://charts-images.scdn.co/REGIONAL_SG_DEFAULT.jpg","BBIBBI","IU","BBIBBI","https://i.scdn.co/image/18a71b6fefd8bd209983ebfdf81c8c6a796d0351",1970-01-01
0.539,0.651,"C#",-5.304,"major",0.0432,0.0651,0,0.0662,0.474,105.159,"4edS9dC0JPBlSS4p4gMOT0",199227,4,"C# major","Singapore Top 50","https://charts-images.scdn.co/REGIONAL_SG_DEFAULT.jpg","This Feeling","The Chainsmokers","Sick Boy...Siren","https://i.scdn.co/image/449b46c148dbd2cba9403108a59c6b11bb132200",1970-01-01
0.578,0.694,"F",-5.351,"major",0.0706,0.0112,0,0.102,0.268,129.921,"1N7YeVU0ZwAFbOhwM61ef6",220850,4,"F major","Singapore Top 50","https://charts-images.scdn.co/REGIONAL_SG_DEFAULT.jpg","Head Above Water","Avril Lavigne","Head Above Water","https://i.scdn.co/image/d73555a3dcb3fa9549a64e01b0237ee679ed0a52",1970-01-01
0.36,0.465,"A#",-8.483,"major",0.0337,0.421,0.000278,0.109,0.205,169.845,"7cE5ehlKJ3L9Ejhzm3udcF",282770,4,"A# major","Singapore Top 50","https://charts-images.scdn.co/REGIONAL_SG_DEFAULT.jpg","體面(電影《前任3:再見前任》插曲)","Kelly Yu","體面(電影《前任3:再見前任》插曲)","https://i.scdn.co/image/fabe4290e301f07cbac192bdd7cae28006a77308",1970-01-01
0.693,0.575,"A",-6.998,"major",0.0801,0.374,0,0.252,0.492,117.999,"14sOS5L36385FJ3OL8hew4",211362,4,"A major","Singapore Top 50","https://charts-images.scdn.co/REGIONAL_SG_DEFAULT.jpg","Happy Now (feat. Sandro Cavazza)","Kygo","Happy Now (feat. Sandro Cavazza)","https://i.scdn.co/image/4c3c7043fcc1a585cdd54907280521bc7e5341bf",1970-01-01
0.695,0.639,"G",-6.897,"minor",0.153,0.107,0.000657,0.118,0.344,90.027,"4AhSkRYioEIfGvCV19peYN",189493,4,"G minor","Singapore Top 50","https://charts-images.scdn.co/REGIONAL_SG_DEFAULT.jpg","Suncity (feat. Empress Of)","Khalid","Suncity","https://i.scdn.co/image/745289626882a42ef6e89ccc2ea06110518fb23c",1970-01-01
0.69,0.784,"C#",-4.653,"major",0.032,0.323,0,0.203,0.669,106.066,"3u1S1OmAUhx5DRlLrXqyp3",194408,4,"C# major","Singapore Top 50","https://charts-images.scdn.co/REGIONAL_SG_DEFAULT.jpg","Rise","Jonas Blue","Rise","https://i.scdn.co/image/24686f4ddeb3be3f291e72e5b060c2f5ec7a124a",1970-01-01
0.607,0.478,"C#",-5.702,"minor",0.031,0.649,0,0.0928,0.255,88.979,"4zRZAmBQP8vhNPf9i9opXt",190027,4,"C# minor","Singapore Top 50","https://charts-images.scdn.co/REGIONAL_SG_DEFAULT.jpg","8 Letters","Why Don't We","8 Letters","https://i.scdn.co/image/ab5c1f4c3605dba768451bfe40c2a98a796bdee3",1970-01-01
0.425,0.642,"E",-5.06,"minor",0.0502,0.164,0,0.118,0.112,170.008,"1snWlbcbgQpJfknoI30DWG",211867,4,"E minor","Singapore Top 50","https://charts-images.scdn.co/REGIONAL_SG_DEFAULT.jpg","Darkside","Alan Walker","Darkside","https://i.scdn.co/image/5f9ed99f071ced583dfb5a1dcdac6c555dc755aa",1970-01-01
0.426,0.487,"D",-5.276,"major",0.0361,0.785,0,0.259,0.28,135.103,"5kZDxLcbqglZ2yYXg4Mkjc",244470,4,"D major","Singapore Top 50","https://charts-images.scdn.co/REGIONAL_SG_DEFAULT.jpg","那些你很冒險的夢","JJ Lin","學不會","https://i.scdn.co/image/e9c48dc9c9441ad05d25bfaf68d0817cfba9e8cb",1970-01-01
0.59,0.572,"B",-7.658,"major",0.0379,0.192,0,0.109,0.448,179.989,"1ivCIgrYZyE0BvItL4Z8lk",215147,4,"B major","Singapore Top 50","https://charts-images.scdn.co/REGIONAL_SG_DEFAULT.jpg","告白氣球","Jay Chou","周杰倫的床邊故事","https://i.scdn.co/image/0045305afb290601e6e11d2288c92cb1f17be54b",1970-01-01
0.315,0.534,"F#",-5.931,"major",0.0332,0.525,0,0.171,0.445,136.725,"6kabSi7XCHHGThNme6J2tL",281200,4,"F# major","Singapore Top 50","https://charts-images.scdn.co/REGIONAL_SG_DEFAULT.jpg","如果雨之後","Eric Chou","如果雨之後","https://i.scdn.co/image/cc23fe77920e7e1ac7d867f860979c2b9699d857",1970-01-01
0.599,0.448,"G#",-6.312,"major",0.0232,0.163,0,0.106,0.168,95.05,"0tgVpDi06FyKpA1z0VMD4v",263400,3,"G# major","Singapore Top 50","https://charts-images.scdn.co/REGIONAL_SG_DEFAULT.jpg","Perfect","Ed Sheeran","÷ (Deluxe)","https://i.scdn.co/image/e6a84983ed9b0a04ce633b021329f7df034e7c7c",1970-01-01
0.724,0.647,"C#",-5.642,"major",0.0658,0.28,0,0.102,0.435,106.96,"2rPE9A1vEgShuZxxzR2tZH",207333,4,"C# major","Slovakia Top 50","https://charts-images.scdn.co/REGIONAL_SK_DEFAULT.jpg","thank u, next","Ariana Grande","thank u, next","https://i.scdn.co/image/37bbb4711235a0128db66a66074321d3c2ef2ff7",1970-01-01
0.678,0.729,"G#",-4.188,"major",0.137,0.0658,0,0.303,0.643,99.895,"13hvHEstJ4sNbzdroPrPI3",189173,4,"G# major","Slovakia Top 50","https://charts-images.scdn.co/REGIONAL_SK_DEFAULT.jpg","Kiss and Make Up","Dua Lipa","Dua Lipa (Complete Edition)","https://i.scdn.co/image/0ef6a7bf14ecd33bc44ea361c2e15c207be1c9a7",1970-01-01
0.572,0.385,"G",-6.362,"major",0.0308,0.371,0,0.231,0.323,95.799,"2VxeLyX666F8uXCJ0dZF8B",215733,4,"G major","Slovakia Top 50","https://charts-images.scdn.co/REGIONAL_SK_DEFAULT.jpg","Shallow","Lady Gaga","A Star Is Born Soundtrack","https://i.scdn.co/image/c58764827434c5471f944b0700ab98fd3d0bd5a7",1970-01-01
0.752,0.488,"F#",-7.05,"major",0.0705,0.297,9.11e-06,0.0936,0.533,136.041,"5p7ujcrUXASCNwRaWNHR1C",201661,4,"F# major","Slovakia Top 50","https://charts-images.scdn.co/REGIONAL_SK_DEFAULT.jpg","Without Me","Halsey","Without Me","https://i.scdn.co/image/dd916d01780a9591c8a02944fa06aaf30ca3e374",1970-01-01
0.553,0.502,"C",-5.972,"major",0.0409,0.299,0,0.764,0.296,129.976,"2rbDhOo9Fh61Bbu23T2qCk",210200,4,"C major","Slovakia Top 50","https://charts-images.scdn.co/REGIONAL_SK_DEFAULT.jpg","Always Remember Us This Way","Lady Gaga","A Star Is Born Soundtrack (Without Dialogue)","https://i.scdn.co/image/c58764827434c5471f944b0700ab98fd3d0bd5a7",1970-01-01
0.851,0.541,"C",-6.825,"major",0.0505,0.568,0,0.13,0.448,124.959,"7fa9MBXhVfQ8P8Df9OEbD8",235545,4,"C major","Slovakia Top 50","https://charts-images.scdn.co/REGIONAL_SK_DEFAULT.jpg","Girls Like You (feat. Cardi B)","Maroon 5","Red Pill Blues (Deluxe)","https://i.scdn.co/image/9ce966181dc62801ff44ac89f8c9c1921ab9302f",1970-01-01
0.753,0.498,"D",-5.61,"major",0.0504,0.551,0,0.0706,0.927,89.95,"1A6OTy97kk0mMdm78rHsm8",158053,4,"D major","Slovakia Top 50","https://charts-images.scdn.co/REGIONAL_SK_DEFAULT.jpg","Sunflower - Spider-Man: Into the Spider-Verse","Post Malone","Sunflower (Spider-Man: Into the Spider-Verse)","https://i.scdn.co/image/3aa37254a41cf96e81572524ec523cb870f2bb89",1970-01-01
0.596,0.552,"C",-10.278,"minor",0.097,0.0765,0.334,0.104,0.112,97.949,"6zeeWid2sgw4lap2jV61PZ",229320,4,"C minor","Slovakia Top 50","https://charts-images.scdn.co/REGIONAL_SK_DEFAULT.jpg","Better","Khalid","Suncity","https://i.scdn.co/image/745289626882a42ef6e89ccc2ea06110518fb23c",1970-01-01
0.841,0.798,"C#",-4.206,"minor",0.229,0.153,3.33e-06,0.0618,0.591,95.948,"4w8niZpiMy6qz1mntFA5uM",212500,4,"C# minor","Slovakia Top 50","https://charts-images.scdn.co/REGIONAL_SK_DEFAULT.jpg","Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake","Taki Taki (with Selena Gomez, Ozuna & Cardi B)","https://i.scdn.co/image/cca02c139eb4270d5e396086329c97c782c7b478",1970-01-01
0.538,0.409,"A",-6.581,"minor",0.0505,0.172,0,0.11,0.265,171.838,"3id2EVGKc3eFAMn9nFnB0r",205440,4,"A minor","Slovakia Top 50","https://charts-images.scdn.co/REGIONAL_SK_DEFAULT.jpg","Love Someone","Lukas Graham","3 (The Purple Album)","https://i.scdn.co/image/1f3aa7ca1aca391d3abdfbd1c9a3c97f516c5787",1970-01-01
0.498,0.104,"C#",-14.08,"minor",0.0621,0.979,7.86e-05,0.0895,0.205,124.001,"14JzyD6FlBD5z0wV5P07YI",199931,3,"C# minor","Slovakia Top 50","https://charts-images.scdn.co/REGIONAL_SK_DEFAULT.jpg","when the party's over","Billie Eilish","when the party's over","https://i.scdn.co/image/b322fdd64bf41d292684ca57a919d5fc9c537072",1970-01-01
0.691,0.716,"G",-5.985,"major",0.0351,0.0085,9.06e-06,0.263,0.507,112.035,"2c7GlMNmF7pbohjykutmLP",187027,4,"G major","Slovakia Top 50","https://charts-images.scdn.co/REGIONAL_SK_DEFAULT.jpg","Thunderclouds (with Sia, Diplo & Labrinth)","Sia","Mountains","https://i.scdn.co/image/43224d4f43e14d3a97e20e79e9c662accc80019f",1970-01-01
0.694,0.724,"A",-5.45,"minor",0.0424,0.0302,2.02e-06,0.126,0.287,104.943,"2LskIZrCeLxRvCiGP8gxlh",198903,4,"A minor","Slovakia Top 50","https://charts-images.scdn.co/REGIONAL_SK_DEFAULT.jpg","Arms Around You (feat. Maluma & Swae Lee)","XXXTENTACION","Arms Around You (feat. Maluma & Swae Lee)","https://i.scdn.co/image/beed5edf4331ac27c2095a04ca51d84cc25133f8",1970-01-01
0.719,0.704,"C#",-4.724,"major",0.0476,0.0691,0,0.166,0.628,133.002,"25sgk305KZfyuqVBQIahim",187436,4,"C# major","Slovakia Top 50","https://charts-images.scdn.co/REGIONAL_SK_DEFAULT.jpg","Sweet but Psycho","Ava Max","Sweet but Psycho","https://i.scdn.co/image/9f92262af6d017302030d673f2826260b777edaf",1970-01-01
0.687,0.792,"F",-2.749,"major",0.0452,0.191,0,0.167,0.671,100.015,"2dpaYNEQHiRxtZbfNsse99",214290,4,"F major","Slovakia Top 50","https://charts-images.scdn.co/REGIONAL_SK_DEFAULT.jpg","Happier","Marshmello","Happier","https://i.scdn.co/image/13e7cea6399eaaf6cc7ead76e9582f8a9e37dbff",1970-01-01
0.757,0.849,"F",-3.424,"minor",0.0536,0.173,0,0.0878,0.826,150.036,"6rrTr2HEAzlpC4KWZxF3S1",228207,4,"F minor","Slovakia Top 50","https://charts-images.scdn.co/REGIONAL_SK_DEFAULT.jpg","Woman Like Me (feat. Nicki Minaj)","Little Mix","Woman Like Me (feat. Nicki Minaj)","https://i.scdn.co/image/b57ec23c22bf7b418a97f7b50401e4f99a6b293a",1970-01-01
0.553,0.586,"B",-6.319,"major",0.0362,0.697,0,0.0813,0.443,126.684,"3EPXxR3ImUwfayaurPi3cm",196373,4,"B major","Slovakia Top 50","https://charts-images.scdn.co/REGIONAL_SK_DEFAULT.jpg","Be Alright","Dean Lewis","Be Alright","https://i.scdn.co/image/294631ce16704eb6e6d63c8201bb07f43397ce69",1970-01-01
0.56,0.68,"F#",-7.648,"minor",0.321,0.555,0,0.116,0.319,89.391,"0d2iYfpKoM0QCKvcLCkBao",173800,4,"F# minor","Slovakia Top 50","https://charts-images.scdn.co/REGIONAL_SK_DEFAULT.jpg","Eastside (with Halsey & Khalid)","benny blanco","Eastside (with Halsey & Khalid)","https://i.scdn.co/image/cf7982ed224572c39f5a69016fb36d0706813f9e",1970-01-01
0.818,0.54,"F#",-6.35,"minor",0.0544,0.0143,0.000512,0.099,0.174,97.064,"116H0KvKr2Zl4RPuVBruDO",210368,4,"F# minor","Slovakia Top 50","https://charts-images.scdn.co/REGIONAL_SK_DEFAULT.jpg","MIA (feat. Drake)","Bad Bunny","MIA (feat. Drake)","https://i.scdn.co/image/80c0f2b0ad6669f3abd91c6b8e61f61980906b45",1970-01-01
0.834,0.73,"G#",-3.714,"major",0.222,0.00513,0,0.124,0.446,155.008,"2xLMifQCjDGFmkHkpNLD9h",312820,4,"G# major","Slovakia Top 50","https://charts-images.scdn.co/REGIONAL_SK_DEFAULT.jpg","SICKO MODE","Travis Scott","ASTROWORLD","https://i.scdn.co/image/cdca7dc20c778ada42fb18506ea1f26857f01d17",1970-01-01
0.826,0.615,"G#",-7.979,"minor",0.219,0.071,0,0.0965,0.543,98.056,"7l3E7lcozEodtVsSTCkcaA",225199,4,"G# minor","Slovakia Top 50","https://charts-images.scdn.co/REGIONAL_SK_DEFAULT.jpg","ZEZE (feat. Travis Scott & Offset)","Kodak Black","ZEZE (feat. Travis Scott & Offset)","https://i.scdn.co/image/7f8b5350c0f6b6fd754fb50d049a813067437566",1970-01-01
0.68,0.563,"A#",-5.843,"major",0.0454,0.354,0,0.136,0.374,145.028,"7dt6x5M1jzdTEt8oCbisTK",231267,4,"A# major","Slovakia Top 50","https://charts-images.scdn.co/REGIONAL_SK_DEFAULT.jpg","Better Now","Post Malone","beerbongs & bentleys","https://i.scdn.co/image/142eccafbd4305f6d4325832076527f8d50d50ef",1970-01-01
0.669,0.574,"E",-6.442,"minor",0.0286,0.0175,0.00294,0.146,0.273,120.013,"0Dn40gxVCMo5TkgS8Ik18Q",196400,4,"E minor","Slovakia Top 50","https://charts-images.scdn.co/REGIONAL_SK_DEFAULT.jpg","Falling Down","Lil Peep","Falling Down","https://i.scdn.co/image/f3283815bee8f5fe3c721cbcc59757e45642118d",1970-01-01
0.901,0.522,"D",-8.304,"major",0.33,0.0114,0,0.259,0.329,104.053,"4S8d14HvHb70ImctNgVzQQ",127947,4,"D major","Slovakia Top 50","https://charts-images.scdn.co/REGIONAL_SK_DEFAULT.jpg","I Love It (& Lil Pump)","Kanye West","I Love It","https://i.scdn.co/image/67a6a4e49285e1983e771811fcb463b4422d0e5d",1970-01-01
0.397,0.396,"D#",-9.91,"major",0.05,0.254,0,0.268,0.227,142.913,"7tFiyTwD0nx5a1eklYtX2J",354320,4,"D# major","Slovakia Top 50","https://charts-images.scdn.co/REGIONAL_SK_DEFAULT.jpg","Bohemian Rhapsody - Remastered 2011","Queen","A Night At The Opera (Deluxe Remastered Version)","https://i.scdn.co/image/f6e02ce8bc9e91afa0e220703072c20bf72c72c5",1970-01-01
0.531,0.854,"A#",-3.149,"major",0.198,0.288,0,0.0773,0.456,94.419,"6xtcFXSo8H9BZN637BMVKS",190000,4,"A# major","Slovakia Top 50","https://charts-images.scdn.co/REGIONAL_SK_DEFAULT.jpg","Let You Love Me","Rita Ora","Let You Love Me","https://i.scdn.co/image/47841a865a85ae39da440a1346e56190bf035d02",1970-01-01
0.781,0.768,"B",-5.991,"major",0.0394,0.0119,4.91e-06,0.325,0.486,123.07,"5N5k9nd479b1xpDZ4usjrg",213309,4,"B major","Slovakia Top 50","https://charts-images.scdn.co/REGIONAL_SK_DEFAULT.jpg","Promises (with Sam Smith)","Calvin Harris","Promises (with Sam Smith)","https://i.scdn.co/image/b0875765de11e1b6bdfbdd07c2de72e65c02f524",1970-01-01
0.694,0.77,"F#",-5.335,"major",0.149,0.176,1.1e-05,0.118,0.163,125.905,"0E9ZjEAyAwOXZ7wJC0PD33",184560,4,"F# major","Slovakia Top 50","https://charts-images.scdn.co/REGIONAL_SK_DEFAULT.jpg","In My Mind","Dynoro","In My Mind","https://i.scdn.co/image/a0b8ff14e272c79221ff1924f109eee9e01432a4",1970-01-01
0.574,0.758,"C#",-5.029,"minor",0.0621,0.0969,0,0.395,0.492,144.111,"5JEx7HbmvHQQswJCsoo9rA",182623,4,"C# minor","Slovakia Top 50","https://charts-images.scdn.co/REGIONAL_SK_DEFAULT.jpg","Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding","Close To Me (feat. Swae Lee)","https://i.scdn.co/image/ae57b175f4e231814a63958ea13f939e1ec5aaa8",1970-01-01
0.805,0.87,"F#",-4.181,"major",0.0439,0.035,0.0882,0.294,0.386,122.996,"5sdb5pMhcK44SSLsj1moUh",191496,4,"F# major","Slovakia Top 50","https://charts-images.scdn.co/REGIONAL_SK_DEFAULT.jpg","I Found You (with Calvin Harris)","benny blanco","I Found You (with Calvin Harris)","https://i.scdn.co/image/76a1f7f2dc1ac93d466aec32bf752c7b37d639ee",1970-01-01
0.448,0.612,"D",-6.106,"major",0.0708,0.216,0,0.08,0.213,97.773,"4zIO3ilp5HvTeK3HJHxhMP",189467,4,"D major","Slovakia Top 50","https://charts-images.scdn.co/REGIONAL_SK_DEFAULT.jpg","Natural","Imagine Dragons","Natural","https://i.scdn.co/image/ba84e8818dff75f6901f951c54d39a543be6f357",1970-01-01
0.749,0.794,"C",-5.063,"major",0.064,0.0193,0,0.543,0.46,135.959,"2SL6oP2YAEQbqsrkOzRGO4",269554,4,"C major","Slovakia Top 50","https://charts-images.scdn.co/REGIONAL_SK_DEFAULT.jpg","Venom - Music From The Motion Picture","Eminem","Kamikaze","https://i.scdn.co/image/c932b53e6f13a45f32bc357303c56eb52ecc28fb",1970-01-01
0.693,0.575,"A",-6.998,"major",0.0801,0.374,0,0.252,0.492,117.999,"14sOS5L36385FJ3OL8hew4",211362,4,"A major","Slovakia Top 50","https://charts-images.scdn.co/REGIONAL_SK_DEFAULT.jpg","Happy Now (feat. Sandro Cavazza)","Kygo","Happy Now (feat. Sandro Cavazza)","https://i.scdn.co/image/4c3c7043fcc1a585cdd54907280521bc7e5341bf",1970-01-01
0.69,0.784,"C#",-4.653,"major",0.032,0.323,0,0.203,0.669,106.066,"3u1S1OmAUhx5DRlLrXqyp3",194408,4,"C# major","Slovakia Top 50","https://charts-images.scdn.co/REGIONAL_SK_DEFAULT.jpg","Rise","Jonas Blue","Rise","https://i.scdn.co/image/24686f4ddeb3be3f291e72e5b060c2f5ec7a124a",1970-01-01
0.592,0.691,"D#",-8.354,"major",0.196,0.156,9.78e-06,0.418,0.0796,99.976,"63SevszngYpZOwf63o61K4",156600,4,"D# major","Slovakia Top 50","https://charts-images.scdn.co/REGIONAL_SK_DEFAULT.jpg","Nevermind","Dennis Lloyd","Nevermind","https://i.scdn.co/image/b3394b0177e4cfdabcd64255291a1c6cb822d8be",1970-01-01
0.681,0.709,"D#",-5.808,"major",0.0371,0.29,0,0.0979,0.456,114.02,"4M3FO0ji6Lc8vwD1sgf1nc",193320,4,"D# major","Slovakia Top 50","https://charts-images.scdn.co/REGIONAL_SK_DEFAULT.jpg","Born To Be Yours","Kygo","KYGO HITS COLLECTION 2018 - JAPAN ONLY EDITION","https://i.scdn.co/image/778feb0d6722c03356138cb959e12f6553c54947",1970-01-01
0.737,0.636,"B",-4.546,"minor",0.0437,0.0441,6.66e-05,0.35,0.565,105.005,"6kPJZM97LwdG9QIsT7khp6",222653,4,"B minor","Slovakia Top 50","https://charts-images.scdn.co/REGIONAL_SK_DEFAULT.jpg","Solo (feat. Demi Lovato)","Clean Bandit","Solo (feat. Demi Lovato)","https://i.scdn.co/image/cafe96b4ba24bce00638ddff06470f3a6a039581",1970-01-01
0.571,0.529,"C#",-6.883,"minor",0.0294,0.464,0,0.147,0.183,133.985,"3DUShtksnofC5YeNqpqNLA",152584,4,"C# minor","Slovakia Top 50","https://charts-images.scdn.co/REGIONAL_SK_DEFAULT.jpg","Nadej","Samey","Nadej","https://i.scdn.co/image/e694e3737d650f12463d3ec3721acd59f42485b6",1970-01-01
0.766,0.872,"E",-6.23,"minor",0.107,0.522,0,0.348,0.301,107.956,"6zgLem6JNcBrSfsSyOmc0O",202222,4,"E minor","Slovakia Top 50","https://charts-images.scdn.co/REGIONAL_SK_DEFAULT.jpg","Naháňame šťastie","Nerieš","Naháňame šťastie","https://i.scdn.co/image/ae957a44684b64a8ff64eaee29cfbfeb403dfa69",1970-01-01
0.383,0.637,"D#",-6.993,"major",0.0703,0.0722,0,0.368,0.0827,177.913,"1erDNx55IWAE9OYuBTRYgc",260773,4,"D# major","Slovakia Top 50","https://charts-images.scdn.co/REGIONAL_SK_DEFAULT.jpg","Bad Liar","Imagine Dragons","Bad Liar","https://i.scdn.co/image/7d9411140fd7781152288091437b05102535b503",1970-01-01
0.933,0.528,"F",-6.472,"minor",0.161,0.112,0.312,0.163,0.754,109.967,"5vdp5UmvTsnMEMESIF2Ym7",214653,4,"F minor","Slovakia Top 50","https://charts-images.scdn.co/REGIONAL_SK_DEFAULT.jpg","Another One Bites The Dust - Remastered 2011","Queen","The Game (2011 Remaster)","https://i.scdn.co/image/6650028fd722f903a9e8ed1d4d7ff17a665a1405",1970-01-01
0.72,0.768,"D",-4.798,"major",0.175,0.106,0,0.0765,0.303,92.006,"1oOm7QaJ0JzJdf3DU7MrpI",240000,4,"D major","Slovakia Top 50","https://charts-images.scdn.co/REGIONAL_SK_DEFAULT.jpg","Motorest","Gleb","Motorest","https://i.scdn.co/image/aa32d5de20781f994ea9b8cfdeb9e196e6c28e22",1970-01-01
0.774,0.694,"A",-6.058,"major",0.227,0.396,0,0.118,0.566,145.014,"6xGfVuDStonGtWRxJI1xeY",241655,4,"A major","Slovakia Top 50","https://charts-images.scdn.co/REGIONAL_SK_DEFAULT.jpg","Cesta","Lvcas Dope","Diamant","https://i.scdn.co/image/2513d9406e27bdcf613368a7f2638eded1218f42",1970-01-01
